Producto,Categoria del Producto,Precio,Costo de Envio,Fecha de Compra,Vendedor,Lugar de Compra,Calificacion,Metodo de Pago,Cantidad de Cuotas,Latitud,Longitud
Pandereta,Instrumentos musicales,87700,5100,7/3/2022,Juliana Costa,Medellin,1,Tarjeta de credito,3,6.25184,-75.56359
Guitarra acustica,Instrumentos musicales,287600,16000,24/07/2021,Beatriz Morales,Bogota,1,Tarjeta de credito,2,4.60971,-74.08175
Bateria,Instrumentos musicales,653800,35000,15/10/2022,Mariana Herrera,Bogota,3,Tarjeta de credito,1,4.60971,-74.08175
Bicicleta,Deportes y diversion,663100,33500,7/5/2022,Lucas Olivera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Iphone 15,Electronicos,1590400,82900,24/01/2020,Felipe Santos,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Lavadora de ropa,Electrodomesticos,1573900,88600,4/4/2020,Angel Rodriguez,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Smart TV,Electronicos,1278500,68300,4/6/2022,Blanca Ramirez,Bogota,4,Tarjeta de credito,4,4.60971,-74.08175
TV LED UHD 4K,Electronicos,2430000,129800,10/11/2022,Juan Fernandez,Bogota,1,Tarjeta de credito,1,4.60971,-74.08175
Auriculares,Electronicos,95800,5300,14/01/2020,Camila Rivera,Bogota,1,Tarjeta de credito,5,4.60971,-74.08175
Carrito de control remoto,Juguetes,78000,2300,21/03/2021,Blanca Ramirez,Cali,5,Nequi,1,3.43722,-76.5225
Cuberteria,Arti­culos para el hogar,35300,0,26/03/2021,Izabela de Leon,Bogota,5,Nequi,1,4.60971,-74.08175
Mesa de comedor,Muebles,160300,9200,25/10/2020,Lucas Olivera,Bogota,4,Nequi,1,4.60971,-74.08175
Lavavajillas,Electrodomesticos,1002800,54100,6/2/2022,Juan Fernandez,Bogota,5,Nequi,1,4.60971,-74.08175
Smartwatch,Electronicos,141200,5700,18/09/2020,Izabela de Leon,Bogota,5,Tarjeta de credito,5,4.60971,-74.08175
Cama box,Muebles,323400,15400,21/07/2020,Rafael Acosta,Barranquilla,5,Tarjeta de credito,6,10.96854,-74.78132
Modelado predictivo,Libros,73700,2100,13/03/2022,Mariana Herrera,Bogota,4,Tarjeta de credito,2,4.60971,-74.08175
Cuberteria,Arti­culos para el hogar,57100,3600,21/01/2023,Blanca Ramirez,Santa Marta,5,Tarjeta de credito,3,11.24079,-74.19904
Mesa de comedor,Muebles,218600,12300,21/02/2021,Lucas Olivera,Cali,1,Nequi,1,3.43722,-76.5225
Dashboards con Power BI,Libros,30700,0,1/2/2023,Beatriz Morales,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Refrigerador,Electrodomesticos,2005500,105000,24/08/2021,Angel Rodriguez,Cali,5,Tarjeta de credito,4,3.43722,-76.5225
Vaso termico,Deportes y diversion,66700,1700,17/10/2022,Izabela de Leon,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Kit de bancas,Muebles,243200,11100,5/8/2020,Beatriz Morales,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Smart TV,Electronicos,1200300,64600,4/5/2021,Santiago Silva,Manizales,2,Tarjeta de credito,10,5.06889,-75.51738
Cubo magico 8x8,Juguetes,18600,0,8/2/2022,Juan Fernandez,Cartagena,4,Nequi,1,10.39972,-75.51444
Armario,Muebles,488400,26400,9/6/2020,Camila Rivera,Cartagena,1,Tarjeta de credito,1,10.39972,-75.51444
Bateria,Instrumentos musicales,756500,40500,3/9/2022,Pedro Gomez,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Vaso termico,Deportes y diversion,55200,3300,31/12/2022,Mariana Herrera,Bogota,5,Nequi,1,4.60971,-74.08175
Iniciando en programacion,Libros,60100,1400,18/07/2020,Angel Rodriguez,Bogota,5,Nequi,1,4.60971,-74.08175
Lavadora de ropa,Electrodomesticos,1267400,65700,14/01/2020,Lucas Olivera,Cali,3,Tarjeta de credito,5,3.43722,-76.5225
Mesa de comedor,Muebles,338900,18700,10/2/2022,Pedro Gomez,Bogota,5,Nequi,1,4.60971,-74.08175
Smartwatch,Electronicos,148100,11200,19/07/2022,Rafael Acosta,Bogota,1,Tarjeta de credito,7,4.60971,-74.08175
Silla de oficina,Muebles,475700,26000,22/10/2021,Mariana Herrera,Cali,5,Tarjeta de credito,6,3.43722,-76.5225
Bicicleta,Deportes y diversion,362100,19900,4/11/2022,Angel Rodriguez,Medellin,4,Nequi,1,6.25184,-75.56359
Estufa,Electrodomesticos,503200,29200,29/05/2020,Juliana Costa,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Guitarra acustica,Instrumentos musicales,301400,14200,25/10/2020,Juliana Costa,Cali,4,Tarjeta de credito,1,3.43722,-76.5225
Juego de mesa,Juguetes,197900,13900,12/4/2022,Pedro Gomez,Medellin,1,Nequi,1,6.25184,-75.56359
Mesa de noche,Muebles,312300,17300,27/02/2022,Lucas Olivera,Medellin,5,Nequi,1,6.25184,-75.56359
Modelado predictivo,Libros,50600,900,13/02/2020,Mariana Herrera,Barranquilla,1,Tarjeta de credito,4,10.96854,-74.78132
Cama box,Muebles,320300,15200,19/07/2021,Blanca Ramirez,Bogota,5,Nequi,1,4.60971,-74.08175
Set de ollas,Arti­culos para el hogar,87200,10500,29/03/2023,Angel Rodriguez,Bogota,3,Tarjeta de credito,1,4.60971,-74.08175
Estufa,Electrodomesticos,593100,29800,4/2/2020,Maria Alfonso,Bogota,3,Nequi,1,4.60971,-74.08175
Cama king,Muebles,735300,44800,3/8/2021,Felipe Santos,Medellin,5,Tarjeta de credito,4,6.25184,-75.56359
Guitarra acustica,Instrumentos musicales,293900,15900,6/5/2022,Felipe Santos,Bogota,5,Nequi,1,4.60971,-74.08175
Muneca bebe,Juguetes,46300,2900,20/03/2020,Blanca Ramirez,Bogota,5,Nequi,1,4.60971,-74.08175
Sofa reclinable,Muebles,740000,37600,20/08/2020,Santiago Silva,Medellin,5,Cupon,1,6.25184,-75.56359
Cuberteria,Arti­culos para el hogar,46900,0,4/7/2020,Izabela de Leon,Pereira,5,Tarjeta de credito,4,4.81333,-75.69611
Asistente virtual,Electronicos,126200,7200,15/10/2022,Rafael Acosta,Cali,1,Tarjeta de credito,1,3.43722,-76.5225
Mesa de comedor,Muebles,176300,7600,11/12/2020,Angel Rodriguez,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Carrito de control remoto,Juguetes,66100,1700,3/9/2021,Izabela de Leon,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
Cama box,Muebles,741200,39900,6/6/2021,Maria Alfonso,Barranquilla,5,Tarjeta de credito,1,10.96854,-74.78132
Dinosaurio Rex,Juguetes,21700,2400,21/10/2022,Mariana Herrera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Cuerda para saltar,Deportes y diversion,17800,7800,22/04/2022,Juan Fernandez,Bogota,4,Cupon,1,4.60971,-74.08175
Bateria,Instrumentos musicales,1021500,57800,20/02/2021,Juliana Costa,Medellin,5,Nequi,1,6.25184,-75.56359
Iphone 15,Electronicos,2539800,133400,1/7/2022,Maria Alfonso,Bogota,4,Tarjeta de credito,8,4.60971,-74.08175
Modelado predictivo,Libros,68500,1800,11/2/2020,Felipe Santos,Bogota,1,Nequi,1,4.60971,-74.08175
TV LED UHD 4K,Electronicos,2642600,138900,25/03/2021,Rafael Acosta,Bucaramanga,5,Nequi,1,7.12539,-73.1198
Celular ABXY,Electronicos,973700,52200,26/01/2022,Blanca Ramirez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Guitarra acustica,Instrumentos musicales,350800,16900,21/09/2020,Maria Alfonso,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Cama king,Muebles,770500,39200,4/7/2021,Maria Alfonso,Bogota,1,Nequi,1,4.60971,-74.08175
Sillon,Muebles,227000,10300,25/11/2021,Juliana Costa,Cartagena,5,Tarjeta de credito,1,10.39972,-75.51444
Mochila,Deportes y diversion,107900,3900,3/10/2021,Mariana Herrera,Bogota,1,Tarjeta de credito,1,4.60971,-74.08175
Lavadora de ropa,Electrodomesticos,1482200,79400,12/2/2023,Maria Alfonso,Bogota,2,Tarjeta de credito,3,4.60971,-74.08175
TV LED UHD 4K,Electronicos,1732600,92500,3/10/2021,Santiago Silva,Bogota,1,Nequi,1,4.60971,-74.08175
Refrigerador,Electrodomesticos,2406400,128500,6/2/2021,Izabela de Leon,Medellin,1,Nequi,1,6.25184,-75.56359
Microondas,Electrodomesticos,341100,16400,16/08/2022,Lucas Olivera,Bogota,4,Tarjeta de credito,3,4.60971,-74.08175
Smartwatch,Electronicos,155200,6500,16/01/2022,Santiago Silva,Medellin,5,Tarjeta de credito,5,6.25184,-75.56359
Auriculares,Electronicos,65500,3700,30/05/2021,Maria Alfonso,Riohacha,1,Tarjeta de credito,2,11.54444,-72.90722
Cuberteria,Arti­culos para el hogar,37800,0,5/4/2020,Santiago Silva,Pereira,5,Nequi,1,4.81333,-75.69611
Silla de oficina,Muebles,272300,12700,19/03/2020,Blanca Ramirez,Cartagena,3,Tarjeta de credito,2,10.39972,-75.51444
Asistente virtual,Electronicos,219500,12200,25/02/2020,Santiago Silva,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Iphone 15,Electronicos,2110000,110500,20/06/2021,Beatriz Morales,Medellin,5,Nequi,1,6.25184,-75.56359
Bateria,Instrumentos musicales,406400,27500,21/12/2022,Angel Rodriguez,Cali,5,Tarjeta de credito,10,3.43722,-76.5225
Smart TV,Electronicos,1589900,82800,27/07/2021,Maria Alfonso,Bogota,5,Nequi,1,4.60971,-74.08175
Auriculares,Electronicos,144300,14900,11/2/2022,Angel Rodriguez,Bogota,5,Tarjeta de credito,5,4.60971,-74.08175
Ajedrez de madera,Juguetes,37200,0,8/12/2020,Angel Rodriguez,Medellin,3,Tarjeta de credito,3,6.25184,-75.56359
Bateria,Instrumentos musicales,490900,26800,9/7/2021,Beatriz Morales,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Mesa de centro,Muebles,136100,5400,23/02/2020,Mariana Herrera,Riohacha,5,Tarjeta de credito,6,11.54444,-72.90722
Iphone 15,Electronicos,2332500,128900,11/5/2021,Angel Rodriguez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Estufa,Electrodomesticos,762900,40800,7/12/2020,Beatriz Morales,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Auriculares,Electronicos,69800,1900,19/04/2022,Pedro Gomez,Pereira,1,Tarjeta de credito,10,4.81333,-75.69611
Olla de presion,Arti­culos para el hogar,95600,3300,24/11/2022,Rafael Acosta,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Cama king,Muebles,972400,52000,14/05/2020,Juliana Costa,Bogota,5,Nequi,1,4.60971,-74.08175
Set de ollas,Arti­culos para el hogar,91700,3100,14/09/2021,Juliana Costa,Cali,5,Nequi,1,3.43722,-76.5225
Cuberteria,Arti­culos para el hogar,58400,1300,26/08/2021,Lucas Olivera,Cali,1,Tarjeta de credito,2,3.43722,-76.5225
Guitarra acustica,Instrumentos musicales,426400,23200,28/05/2020,Lucas Olivera,Bucaramanga,5,Tarjeta de credito,3,7.12539,-73.1198
Ciencia de datos con Python,Libros,45300,3100,22/03/2023,Santiago Silva,Riohacha,5,Tarjeta de credito,5,11.54444,-72.90722
Sofa reclinable,Muebles,712800,38200,5/2/2021,Angel Rodriguez,Cali,4,Tarjeta de credito,1,3.43722,-76.5225
Sillon,Muebles,239200,10900,21/09/2020,Izabela de Leon,Bogota,5,Tarjeta de credito,9,4.60971,-74.08175
Armario,Muebles,454800,24600,9/9/2022,Mariana Herrera,Cocuta,5,Tarjeta de credito,1,7.89391,-72.50782
Set de ollas,Arti­culos para el hogar,190500,8300,16/01/2020,Rafael Acosta,Cali,4,Tarjeta de credito,1,3.43722,-76.5225
Balon de voleibol,Deportes y diversion,58100,7800,6/6/2022,Rafael Acosta,Bogota,5,Tarjeta de credito,6,4.60971,-74.08175
Cama box,Muebles,545200,34900,3/5/2021,Angel Rodriguez,Bogota,5,Tarjeta de credito,7,4.60971,-74.08175
Armario,Muebles,514000,25600,27/07/2022,Maria Alfonso,Medellin,1,Tarjeta de credito,5,6.25184,-75.56359
Cama box,Muebles,311300,17000,31/01/2021,Beatriz Morales,Medellin,4,Nequi,1,6.25184,-75.56359
Smart TV,Electronicos,1687000,95700,8/3/2020,Rafael Acosta,Medellin,5,Nequi,1,6.25184,-75.56359
Cuberteria,Arti­culos para el hogar,49400,3300,18/11/2021,Blanca Ramirez,Barranquilla,5,Tarjeta de credito,2,10.96854,-74.78132
Dashboards con Power BI,Libros,38500,2300,16/09/2022,Maria Alfonso,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
TV LED UHD 4K,Electronicos,2877500,151400,15/11/2020,Izabela de Leon,Santa Marta,3,Tarjeta de credito,5,11.24079,-74.19904
Cama king,Muebles,458300,24800,12/1/2020,Mariana Herrera,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Cuberteria,Arti­culos para el hogar,34400,2000,15/03/2021,Felipe Santos,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Bloques de construccion,Juguetes,37000,2200,31/03/2020,Santiago Silva,Bogota,1,Nequi,1,4.60971,-74.08175
TV LED UHD 4K,Electronicos,2394900,125700,15/12/2022,Camila Rivera,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Balon de baloncesto,Deportes y diversion,68000,3800,17/06/2020,Rafael Acosta,Cocuta,2,Cupon,1,7.89391,-72.50782
Cama king,Muebles,906700,48900,18/01/2023,Lucas Olivera,Bogota,1,Tarjeta de credito,2,4.60971,-74.08175
Set de vasos,Arti­culos para el hogar,32400,0,13/10/2021,Angel Rodriguez,Bogota,5,Tarjeta de credito,8,4.60971,-74.08175
Cuberteria,Arti­culos para el hogar,53000,3500,4/8/2021,Lucas Olivera,Pereira,5,Tarjeta de credito,9,4.81333,-75.69611
Juego de mesa,Juguetes,135300,7600,11/7/2022,Juliana Costa,Medellin,5,Tarjeta de credito,5,6.25184,-75.56359
Estufa,Electrodomesticos,643000,34500,29/12/2021,Juan Fernandez,Santa Marta,5,Tarjeta de credito,6,11.24079,-74.19904
Mesa de centro,Muebles,121000,6700,20/03/2023,Santiago Silva,Bogota,5,Tarjeta de credito,7,4.60971,-74.08175
Iniciando en programacion,Libros,46800,0,19/03/2020,Angel Rodriguez,Bogota,5,Nequi,1,4.60971,-74.08175
Estufa,Electrodomesticos,445600,23900,16/03/2022,Camila Rivera,Armenia,4,Tarjeta de credito,2,4.53389,-75.68111
Armario,Muebles,462700,22800,31/07/2021,Juliana Costa,Bogota,5,Nequi,1,4.60971,-74.08175
Silla de oficina,Muebles,354200,19900,10/12/2022,Izabela de Leon,Bogota,3,Tarjeta de credito,10,4.60971,-74.08175
Bloques de construccion,Juguetes,24200,0,30/09/2022,Santiago Silva,Cocuta,5,Tarjeta de credito,1,7.89391,-72.50782
Vaso termico,Deportes y diversion,28400,1900,25/04/2021,Angel Rodriguez,Soacha,4,Tarjeta de credito,5,4.57937,-74.21682
Smartwatch,Electronicos,140500,5700,7/4/2020,Pedro Gomez,Bogota,4,Nequi,1,4.60971,-74.08175
Iniciando en programacion,Libros,42300,2600,28/07/2022,Angel Rodriguez,Bucaramanga,5,Nequi,1,7.12539,-73.1198
Bateria,Instrumentos musicales,627900,33800,11/3/2023,Beatriz Morales,Pereira,1,Tarjeta de credito,2,4.81333,-75.69611
Tablet ABXY,Electronicos,1506300,78400,24/09/2021,Maria Alfonso,Cali,1,Tarjeta de credito,2,3.43722,-76.5225
Sofa reclinable,Muebles,677300,36800,3/2/2023,Mariana Herrera,Santa Marta,5,Tarjeta de credito,1,11.24079,-74.19904
Ciencia de datos con Python,Libros,54300,1100,19/07/2022,Lucas Olivera,Bogota,5,Tarjeta de credito,8,4.60971,-74.08175
Bateria,Instrumentos musicales,881900,45100,6/4/2021,Santiago Silva,Barranquilla,1,Tarjeta de credito,10,10.96854,-74.78132
Bicicleta,Deportes y diversion,500800,24900,17/08/2022,Felipe Santos,Cali,5,Nequi,1,3.43722,-76.5225
Bloques de construccion,Juguetes,42400,7200,6/10/2020,Mariana Herrera,Bogota,5,Cupon,1,4.60971,-74.08175
Tablet ABXY,Electronicos,743000,40100,2/4/2020,Felipe Santos,Bogota,4,Cupon,1,4.60971,-74.08175
Cubo magico 8x8,Juguetes,9600,0,20/11/2020,Camila Rivera,Pereira,1,Tarjeta de credito,10,4.81333,-75.69611
Guitarra acustica,Instrumentos musicales,419900,28000,9/9/2021,Lucas Olivera,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
TV LED UHD 4K,Electronicos,2551600,140500,24/02/2023,Pedro Gomez,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Estufa,Electrodomesticos,862500,44100,1/9/2020,Maria Alfonso,Medellin,5,Tarjeta de credito,3,6.25184,-75.56359
Mochila,Deportes y diversion,96200,9800,16/04/2021,Beatriz Morales,Bogota,4,Nequi,1,4.60971,-74.08175
Mesa de centro,Muebles,126900,4900,6/11/2020,Izabela de Leon,Neiva,2,Tarjeta de credito,1,2.9273,-75.28189
TV LED UHD 4K,Electronicos,2390200,127900,28/06/2020,Beatriz Morales,Pereira,5,Tarjeta de credito,3,4.81333,-75.69611
Impresora,Electronicos,272800,15000,1/4/2022,Santiago Silva,Medellin,5,Tarjeta de credito,5,6.25184,-75.56359
Microondas,Electrodomesticos,427500,20900,30/03/2020,Beatriz Morales,Medellin,1,Tarjeta de credito,1,6.25184,-75.56359
Dinosaurio Rex,Juguetes,20800,9800,25/10/2020,Blanca Ramirez,Bogota,5,Tarjeta de credito,7,4.60971,-74.08175
Guitarra electrica,Instrumentos musicales,927700,49800,9/7/2021,Izabela de Leon,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Set de vasos,Arti­culos para el hogar,21100,0,11/3/2023,Juliana Costa,Bogota,4,Nequi,1,4.60971,-74.08175
Auriculares,Electronicos,102100,3600,14/03/2022,Lucas Olivera,Bogota,1,Nequi,1,4.60971,-74.08175
Balon de baloncesto,Deportes y diversion,67500,4000,29/03/2023,Beatriz Morales,Barranquilla,3,Tarjeta de credito,8,10.96854,-74.78132
Iniciando en programacion,Libros,42600,2500,3/3/2021,Juan Fernandez,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Set de ollas,Arti­culos para el hogar,189200,8300,22/12/2022,Lucas Olivera,Bogota,5,Nequi,1,4.60971,-74.08175
Bateria,Instrumentos musicales,896500,48100,15/05/2021,Santiago Silva,Cali,4,Tarjeta de credito,5,3.43722,-76.5225
Silla de oficina,Muebles,406800,19900,31/08/2022,Maria Alfonso,Medellin,4,Tarjeta de credito,2,6.25184,-75.56359
Auriculares con microfono,Electronicos,235500,12800,7/4/2022,Pedro Gomez,Manizales,4,Cupon,1,5.06889,-75.51738
Carrito de control remoto,Juguetes,73900,4300,19/11/2022,Pedro Gomez,Cartagena,5,Tarjeta de credito,1,10.39972,-75.51444
Pandereta,Instrumentos musicales,47600,2900,12/7/2022,Maria Alfonso,Pereira,5,Tarjeta de credito,10,4.81333,-75.69611
Estufa,Electrodomesticos,697200,37500,18/02/2020,Juan Fernandez,Barranquilla,3,Tarjeta de credito,1,10.96854,-74.78132
Mesa de comedor,Muebles,374200,20300,8/3/2021,Juliana Costa,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
TV LED UHD 4K,Electronicos,2141200,112200,6/6/2022,Rafael Acosta,Bogota,1,Tarjeta de credito,10,4.60971,-74.08175
Armario,Muebles,501700,26900,2/12/2021,Juan Fernandez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Cubo magico 8x8,Juguetes,7800,900,10/10/2020,Angel Rodriguez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Auriculares,Electronicos,128900,11600,8/3/2022,Izabela de Leon,Medellin,2,Tarjeta de credito,1,6.25184,-75.56359
Microondas,Electrodomesticos,817000,41700,23/11/2021,Juliana Costa,Bogota,5,Tarjeta de debito,1,4.60971,-74.08175
Refrigerador,Electrodomesticos,2142200,112300,23/02/2020,Maria Alfonso,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Refrigerador,Electrodomesticos,1879100,100500,16/09/2020,Camila Rivera,Cali,1,Tarjeta de credito,1,3.43722,-76.5225
Bicicleta,Deportes y diversion,719400,38700,22/02/2021,Juliana Costa,Bogota,5,Tarjeta de credito,8,4.60971,-74.08175
Set de ollas,Arti­culos para el hogar,157500,17100,23/01/2020,Maria Alfonso,Medellin,5,Tarjeta de credito,10,6.25184,-75.56359
Smartwatch,Electronicos,133600,7300,6/12/2021,Mariana Herrera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Asistente virtual,Electronicos,214100,9600,25/02/2022,Angel Rodriguez,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
Balon de voleibol,Deportes y diversion,40300,2500,11/1/2023,Izabela de Leon,Pasto,2,Tarjeta de credito,4,1.21361,-77.28111
Juego de mesa,Juguetes,233800,10600,25/12/2020,Maria Alfonso,Cali,5,Nequi,1,3.43722,-76.5225
Ciencia de datos con Python,Libros,49600,3300,11/1/2020,Camila Rivera,Medellin,1,Tarjeta de credito,1,6.25184,-75.56359
Balon de baloncesto,Deportes y diversion,55800,3600,10/8/2021,Blanca Ramirez,Pereira,5,Nequi,1,4.81333,-75.69611
Mesa de centro,Muebles,157900,6600,16/10/2021,Juliana Costa,Pereira,5,Nequi,1,4.81333,-75.69611
Vaso termico,Deportes y diversion,53500,1000,13/02/2020,Pedro Gomez,Cali,5,Tarjeta de credito,2,3.43722,-76.5225
Microondas,Electrodomesticos,657300,35700,20/06/2021,Pedro Gomez,Medellin,5,Tarjeta de credito,8,6.25184,-75.56359
Iniciando en programacion,Libros,33500,2000,16/10/2020,Juan Fernandez,Bogota,5,Nequi,1,4.60971,-74.08175
Ajedrez de madera,Juguetes,20000,2100,25/05/2021,Juan Fernandez,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Mesa de centro,Muebles,204100,9100,23/11/2021,Felipe Santos,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Microondas,Electrodomesticos,335300,18200,30/03/2020,Beatriz Morales,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Balon de voleibol,Deportes y diversion,42400,2700,2/11/2021,Angel Rodriguez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Bloques de construccion,Juguetes,38800,2300,4/9/2021,Beatriz Morales,Medellin,4,Nequi,1,6.25184,-75.56359
Iniciando en programacion,Libros,44500,2800,7/10/2022,Beatriz Morales,Cali,5,Tarjeta de credito,2,3.43722,-76.5225
Mesa de comedor,Muebles,228400,20000,31/03/2023,Felipe Santos,Bogota,3,Nequi,1,4.60971,-74.08175
Armario,Muebles,518100,25800,11/3/2023,Angel Rodriguez,Cali,5,Nequi,1,3.43722,-76.5225
Juego de mesa,Juguetes,189800,10500,3/2/2020,Izabela de Leon,Bogota,1,Tarjeta de credito,4,4.60971,-74.08175
Refrigerador,Electrodomesticos,1674300,87300,14/05/2022,Mariana Herrera,Santa Marta,4,Cupon,1,11.24079,-74.19904
Silla de oficina,Muebles,523100,28200,3/8/2022,Izabela de Leon,Medellin,4,Tarjeta de credito,4,6.25184,-75.56359
Sillon,Muebles,189900,8300,25/09/2021,Blanca Ramirez,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Cama king,Muebles,968700,49800,8/5/2021,Beatriz Morales,Barranquilla,3,Cupon,1,10.96854,-74.78132
Carrito de control remoto,Juguetes,80300,2500,10/9/2020,Blanca Ramirez,Bogota,5,Nequi,1,4.60971,-74.08175
Cuerda para saltar,Deportes y diversion,11500,0,21/03/2021,Juliana Costa,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Balon de baloncesto,Deportes y diversion,43200,2700,15/04/2021,Izabela de Leon,Medellin,5,Tarjeta de credito,5,6.25184,-75.56359
Cubo magico 8x8,Juguetes,7600,0,22/10/2020,Camila Rivera,Bogota,4,Tarjeta de credito,8,4.60971,-74.08175
Cama box,Muebles,708600,38400,21/02/2021,Mariana Herrera,Bogota,4,Tarjeta de credito,3,4.60971,-74.08175
Muneca bebe,Juguetes,45300,0,22/04/2022,Blanca Ramirez,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Juego de mesa,Juguetes,112600,4200,26/02/2022,Maria Alfonso,Medellin,2,Tarjeta de credito,2,6.25184,-75.56359
Lavadora de ropa,Electrodomesticos,1554400,81000,2/12/2021,Maria Alfonso,Medellin,5,Nequi,1,6.25184,-75.56359
Cuerda para saltar,Deportes y diversion,20200,0,16/03/2023,Maria Alfonso,Bogota,4,Tarjeta de credito,3,4.60971,-74.08175
Mochila,Deportes y diversion,110400,6400,1/9/2022,Santiago Silva,Cali,5,Tarjeta de credito,4,3.43722,-76.5225
Olla de presion,Arti­culos para el hogar,76400,2300,20/01/2022,Felipe Santos,Manizales,4,Tarjeta de credito,1,5.06889,-75.51738
Mesa de noche,Muebles,242400,13100,14/01/2020,Blanca Ramirez,Bogota,3,Tarjeta de credito,8,4.60971,-74.08175
Mesa de comedor,Muebles,157900,13200,2/5/2021,Felipe Santos,Bogota,3,Tarjeta de credito,1,4.60971,-74.08175
Cama box,Muebles,393400,21600,27/04/2020,Beatriz Morales,Santa Marta,5,Tarjeta de credito,3,11.24079,-74.19904
